"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pax5",0.0203298741368852,0.826466228984158,0.286,0.031,1
"Rad21",0.0205175632269885,1.4384432810895,0.5,0.141,1
"Slc30a5",0.0205843527114368,1.13844945619375,0.286,0.031,1
"Lrrfip1",0.020705356230347,0.0849100183091527,0.5,0.203,1
"Nup50",0.0207408125513435,1.5575174884999,0.286,0.031,1
"Ankrd1",0.0207564242827953,1.35860338101239,0.286,0.031,1
"Mrpl45",0.0207759684241666,0.804074461965547,0.286,0.031,1
"A630001G21Rik",0.0208327928688426,1.09936138678133,0.357,0.062,1
"Wdr82",0.0209046456890507,0.426114861688157,0.357,0.078,1
"Rad18",0.0209122073463258,0.977803349285185,0.286,0.031,1
"Ppt1",0.0210567725302626,0.91558511521984,0.286,0.031,1
"Otub1",0.0211786623074437,1.22239593082809,0.286,0.031,1
"Arid5a",0.0214083360392102,0.454925466045181,0.357,0.078,1
"Mad2l1",0.0214974459132378,0.981850219569036,0.286,0.031,1
"Ppp1r15b",0.0215214878102715,1.10926434761175,0.286,0.031,1
"Cdca3",0.0216459832591874,1.25048491078506,0.286,0.031,1
"Tmem87a",0.0217163748543116,1.40999636405439,0.286,0.031,1
"Brpf1",0.0217451360284006,1.24088372185132,0.286,0.031,1
"Rnf2",0.0218775109778401,1.05875325068899,0.286,0.031,1
"Ppia",0.0220491842971034,-1.4566249459833,0.357,0.703,1
"Ywhae",0.0220780345616458,1.23885682361837,0.643,0.25,1
"Pak1ip1",0.0220983948940922,0.995322768461403,0.357,0.062,1
"Csnk2b",0.0222025638956129,1.08152240667499,0.357,0.062,1
"Rps4x",0.0224981488911563,-1.20508134786186,0.571,0.703,1
"Samsn1",0.0226009186288094,1.3872177506032,0.357,0.062,1
"Efhd2",0.0226047455584441,1.1492195418361,0.357,0.062,1
"Clp1",0.0226621851993554,1.14601501204822,0.357,0.062,1
"Cct3",0.022664934801779,0.79223434603403,0.429,0.109,1
"Dnajc21",0.022747255914128,1.08007585717463,0.357,0.062,1
"Rcsd1",0.0227659933363176,0.838642334580824,0.429,0.109,1
"Trnt1",0.0228384095777755,1.39851592576034,0.357,0.062,1
"Hprt",0.0239810534067849,0.805478893221382,0.5,0.156,1
"Tapbp",0.02405748198548,0.484193282914965,0.5,0.172,1
