"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rpl31",1.52753084746391e-07,-0.841247254226721,0.495,0.737,0.00381485553845637
"Tuba1a",1.60119538489946e-07,0.899684027728351,0.828,0.587,0.0039988253542479
"Hba-a1",1.74925611977976e-07,-1.81536454481113,0.075,0.313,0.00436859223353797
"Cct7",1.84585057087634e-07,0.745618027402119,0.516,0.223,0.00460982721570656
"Gabpa",1.89132875680514e-07,0.744343271732064,0.376,0.124,0.00472340443724516
"Pitpnb",1.95059688400189e-07,0.741480785228022,0.419,0.15,0.00487142065810631
"Sept7",1.98484998596525e-07,0.789680852191544,0.935,0.865,0.0049569643549496
"Rps17",1.99553312776295e-07,-0.788115815287637,0.409,0.706,0.00498364443327518
"Rgs16",2.07644829790311e-07,1.14700630670663,0.28,0.068,0.00518572197918322
"Lmnb1",2.79149248755089e-07,1.02638737181164,0.258,0.055,0.0069714733384096
"Myo10",3.44910483721501e-07,-1.24995804463417,0.237,0.382,0.00861379442046075
"Cdk4",4.17925410912689e-07,0.883532659686959,0.527,0.236,0.0104372692121335
"Rpl38",4.49070440957908e-07,-1.16630549675524,0.312,0.558,0.0112150851924828
"Rps13",5.34499959907851e-07,-0.846550538143,0.441,0.669,0.0133486019987387
"Idh3a",5.8231020850623e-07,0.683212337342948,0.312,0.091,0.0145426151472346
"Gnb2l1",5.94325623109827e-07,0.85153149548292,0.839,0.656,0.0148426881115448
"Anp32e",7.27681277175131e-07,0.929448412641909,0.398,0.143,0.0181731122161717
"Gjc1",7.52243742639423e-07,0.86475134020031,0.624,0.327,0.0187865352286769
"Ndufs4",7.80797117379759e-07,0.714540136122257,0.548,0.26,0.0194996272094421
"Maged1",8.01176166167253e-07,0.583506723681258,0.43,0.172,0.020008573573861
"Sele",8.08898469373536e-07,1.22822386166974,0.258,0.06,0.0202014303741347
"Maged2",8.250761363315e-07,0.848918078114472,0.699,0.406,0.0206054514287429
"Prdx4",8.33218703431457e-07,0.865733397793401,0.548,0.26,0.0208088038994972
"Mettl9",9.65816301984523e-07,0.669170297223972,0.387,0.141,0.0241202963257615
"Vmp1",1.01933247879859e-06,0.534356832894684,0.312,0.097,0.0254568093255159
"l7Rn6",1.07481663295136e-06,0.438930913414883,0.301,0.095,0.0268424705913273
"Slc25a4",1.0832643873946e-06,0.747510717136532,0.86,0.651,0.0270534448107927
"Hn1",1.0952669739064e-06,0.840394372527963,0.387,0.139,0.0273531974063383
"Srsf3",1.17632964856609e-06,0.786490406713331,0.645,0.351,0.0293776566432896
"Nsmce2",1.25717549001112e-06,0.50320767892132,0.258,0.068,0.0313967006875376
"Plcb4",1.35435854257884e-06,-1.19763534628262,0.215,0.426,0.033823750242364
"Nasp",1.36353526728144e-06,0.915350852877991,0.43,0.172,0.0340529297650867
"Rpl37",1.51524880600465e-06,-0.787262607459122,0.634,0.759,0.0378418236811601
"Banf1",1.55340941040149e-06,0.704501189066554,0.656,0.364,0.0387948466153668
"Atp5b",1.58949191766432e-06,0.749767184898263,0.86,0.627,0.0396959711517488
"Gm9800",1.59476376636206e-06,1.12276384433966,0.398,0.163,0.039827630301126
"Etfb",1.64541193020753e-06,0.670372498231017,0.538,0.258,0.0410925175450029
"Flt1",1.70436552505171e-06,-1.17850829800641,0.355,0.55,0.0425648246226413
"Cd36",1.75059808894737e-06,-0.65974073913598,0.667,0.861,0.0437194366733716
"Tmpo",1.76586220175545e-06,0.811820402593872,0.452,0.19,0.0441006426266407
"Acadl",1.77224674873024e-06,0.85454874673845,0.484,0.214,0.044260090302789
"Tusc3",1.78085996226842e-06,0.540683186612039,0.344,0.117,0.0444751966976914
"Dda1",1.93878413620589e-06,0.348747409676658,0.344,0.128,0.0484191950176058
"Nexn",1.94963987673839e-06,0.824455781908382,0.29,0.082,0.0486903062816646
"Hnrnpd",2.09172020007365e-06,0.762400357521761,0.559,0.278,0.0522386202766394
"Slc9a3r2",2.18642448396672e-06,-0.944195270379359,0.409,0.543,0.0546037650625849
"Hnrnpab",2.37265837374805e-06,0.845431865517939,0.688,0.415,0.0592547702259837
"Smarca4",2.48328509622511e-06,0.650022582285403,0.387,0.148,0.0620175619931259
"Cenpa",2.63357482881399e-06,0.836207658450775,0.333,0.11,0.0657708977748005
"Rcn2",2.65123716014389e-06,0.56170514565419,0.409,0.174,0.0662119968374336
"Rbp1",2.69441781946814e-06,0.601153963608224,0.398,0.159,0.0672903906233972
"Gm9843",2.77051047073784e-06,-0.866593321059336,0.376,0.49,0.0691907284962069
"Ndufa11",2.9082437779327e-06,0.351695022283124,0.613,0.351,0.0726304801100911
"Cotl1",3.10596210611037e-06,0.785463835849144,0.323,0.104,0.0775682976380004
"Cs",3.15258049483409e-06,0.794396807391904,0.398,0.155,0.0787325452779865
"Zcrb1",3.19608023675618e-06,0.484548526671213,0.473,0.221,0.0798189078327489
"Mcam",3.35436373061907e-06,0.912965781499249,0.634,0.369,0.0837718798084806
"Ttn",3.79184483737958e-06,0.880532281146023,0.29,0.086,0.0946975329687177
"Rpl15",3.80296768381237e-06,-0.983293651400439,0.269,0.492,0.0949753149355301
"Clca3a1",3.9159723514958e-06,0.810245780062022,0.333,0.113,0.097797493506256
"Ddx39",3.96372202473546e-06,0.877401718391982,0.28,0.079,0.0989899938457434
"Rpl27a",4.09836518823889e-06,-0.758565276021099,0.473,0.68,0.102352572211078
"Dad1",4.09946618157788e-06,0.671638203825474,0.645,0.364,0.102380068418726
"Dut",4.19554240675508e-06,0.746856382350048,0.301,0.095,0.104779476066301
"Rpl4",4.23624224447015e-06,0.62756915078424,0.882,0.775,0.105795913813397
"Nrp1",4.44145178018119e-06,-0.80032576320118,0.591,0.711,0.110920816758245
"Tuba1b",4.53366715311578e-06,0.845119606837448,0.559,0.289,0.113223803481913
"Rpl34",5.0919355799838e-06,-0.829796889856283,0.409,0.523,0.127165999174515
"Limd2",5.22421342838134e-06,0.40981221710015,0.301,0.104,0.130469506160396
"Rpl39",5.95601467581315e-06,0.571490377713577,0.817,0.561,0.148745510513758
"Hnrnpdl",6.00021277641972e-06,0.671121544541085,0.613,0.338,0.149849313878306
"Acta2",6.04310386040159e-06,0.772783281012474,0.484,0.225,0.150920475809669
"Atp5f1",6.62485468792093e-06,0.831432069520686,0.71,0.442,0.165449120976137
"Sod3",6.9139057419368e-06,-1.31979942847643,0.097,0.3,0.17266788199913
"Wbp5",7.28965767291325e-06,0.803129131939984,0.677,0.417,0.182051910723336
"Psma5",7.47761663773545e-06,0.391666315538413,0.484,0.243,0.186745997910805
"Gnb2",8.04808827475369e-06,0.397543292178257,0.774,0.517,0.200992956573699
"Eif1a",8.14006928373269e-06,0.486866094860193,0.269,0.082,0.20329009029194
"Fxyd6",8.24041974143099e-06,-1.14425224435382,0.129,0.3,0.205796242622497
"Ahnak",8.40805880781419e-06,-0.967220931947776,0.366,0.499,0.209982860666351
"Rtn4",8.43218411648901e-06,0.526466988019949,0.548,0.287,0.210585366125197
"S100a13",8.4331431073326e-06,-0.980839792260735,0.323,0.492,0.210609315962524
"Cox4i1",8.44923652831046e-06,0.630575113395342,0.925,0.759,0.211011233058025
"Eprs",8.94773914206941e-06,0.669859165354806,0.452,0.208,0.223460837334041
"Oxct1",9.0179640267796e-06,0.75323746797189,0.419,0.181,0.225214633604794
"Rpl37a",9.16229460283681e-06,-0.618201517168471,0.667,0.762,0.228819145411246
"Marcksl1",9.98030077080711e-06,0.764228704546333,0.43,0.188,0.249248031450137
"Ezh2",1.00171569633686e-05,0.633991246564835,0.29,0.093,0.250168478003168
"Sdhc",1.10105780874243e-05,0.704824067109564,0.527,0.267,0.274978177155334
"Fam101b",1.15764191119853e-05,-0.827088680058695,0.398,0.625,0.289109490902721
"Eci2",1.24616084898497e-05,0.676419038965309,0.387,0.159,0.311216210425506
"Cnih1",1.24648402789986e-05,0.47839814155882,0.355,0.139,0.311296921127712
"Ppib",1.30810902973464e-05,0.490439982826349,0.828,0.578,0.326687149085929
"Mllt4",1.36199743845626e-05,-0.967455269014378,0.28,0.382,0.340145240280066
"Sae1",1.39103982829975e-05,0.176654642130746,0.323,0.141,0.347398286719581
"Psmd8",1.46509794980474e-05,0.430207777833033,0.484,0.252,0.365893561984237
"Rpl5",1.47099994600775e-05,-0.89778379844418,0.312,0.512,0.367367526515976
"Ptprb",1.56962521308496e-05,-1.01842465014951,0.344,0.561,0.391998200715839
"Ndufb5",1.59738403657089e-05,0.712575774067495,0.57,0.309,0.398930689293214
"Hspb1",1.63036774611412e-05,-1.07237609672549,0.086,0.296,0.407168040914541
"Psmd3",1.63132307268405e-05,0.42258194436614,0.355,0.148,0.407406624172116
"Nucks1",1.78974285269202e-05,0.835717845968234,0.516,0.263,0.446970380031305
"Rpl41",1.89696517710589e-05,-0.419856643635334,0.806,0.828,0.473748083330426
"Nolc1",1.93190590385179e-05,0.430848284481065,0.398,0.177,0.482474180427946
"Cav1",2.07397680006045e-05,-0.289309870449521,0.538,0.777,0.517954966047098
"Ddx50",2.1907263342736e-05,0.457248752819506,0.344,0.139,0.547111994721489
"Mdh1",2.24178721392033e-05,0.665724112848148,0.527,0.276,0.559863938804464
"Scand1",2.25555127378489e-05,0.243692847095943,0.473,0.265,0.563301375115038
"Ndufc1",2.29929854854749e-05,0.72451666673789,0.645,0.386,0.574226819514249
"Rps10-ps1",2.30937143386402e-05,0.555577799539739,0.355,0.146,0.576742421893199
"Adam9",2.52875053405752e-05,0.460003028372797,0.258,0.079,0.631530158375526
"Mgll",2.75063975498717e-05,-0.850616991782067,0.505,0.713,0.686944772410496
"Morf4l2",2.7793332107998e-05,0.240085770669166,0.398,0.192,0.694110676065142
"Ehd4",2.78073734596432e-05,0.227416343361609,0.409,0.208,0.694461344781129
"Rpl36a",2.85166863978812e-05,-0.708616795239676,0.484,0.62,0.712175726100686
"Rbm28",2.8610270216636e-05,0.227133728942762,0.301,0.121,0.714512888390267
"Arhgef15",2.91778976009865e-05,-1.04626585083263,0.097,0.26,0.728688814687037
"Myh10",2.96784541953252e-05,0.641984290632997,0.387,0.168,0.74118971507405
"Prpf38b",3.0422666994204e-05,0.339600547579466,0.667,0.426,0.759775685513251
"Spry2",3.06308735187659e-05,0.778807474199654,0.366,0.15,0.764975435257659
"Eef1b2",3.17677669509597e-05,0.662828457927668,0.656,0.408,0.793368211833267
"Smc4",3.19145360742723e-05,0.93229570897362,0.527,0.285,0.797033623918877
"Lsm8",3.23117465637909e-05,0.790995728704758,0.387,0.166,0.806953558684115
"Psip1",3.27051455281888e-05,0.670006850586363,0.452,0.216,0.816778304420988
"2010107E04Rik",3.2939833470624e-05,0.57701830141243,0.667,0.413,0.822639401095364
"mt-Nd4",3.59951986492977e-05,-0.573516467275301,0.892,0.929,0.898944091067561
"Rps12",3.65062571228328e-05,-0.340989502472517,0.516,0.757,0.911707265385626
"Kitl",3.78730980901406e-05,-0.788794350067893,0.473,0.587,0.945842751703172
"Spry4",3.8628709714749e-05,0.631446025807976,0.366,0.155,0.964713396416141
"Tkt",4.34003095920815e-05,0.620900538355311,0.28,0.095,1
"mt-Co1",4.34865906944804e-05,-0.642009952357525,0.591,0.81,1
"Ostc",4.44949433133601e-05,0.494069666143468,0.473,0.243,1
"Ypel3",4.573074942984e-05,-1.00057209392364,0.172,0.28,1
"Ndufv2",4.68996005478513e-05,0.530103671928068,0.548,0.305,1
"Angptl4",4.91996686796271e-05,0.750308710100807,0.28,0.095,1
"Lrrc58",5.18470493146691e-05,0.594598971921378,0.409,0.188,1
"Myct1",5.23727839491099e-05,-0.971627335007578,0.28,0.424,1
"Ict1",5.32545074511475e-05,0.369012628322233,0.355,0.163,1
"Mdh2",5.32849585202111e-05,0.721105440389499,0.559,0.313,1
"Rbm3",5.60743651139482e-05,0.541202989565999,0.355,0.15,1
"Myl12a",5.66980103314007e-05,0.488455924991476,0.957,0.826,1
"Rplp0",5.68286742404152e-05,0.589985228207764,0.871,0.698,1
"Hspa9",5.70086123591373e-05,0.568194106011396,0.409,0.19,1
"Cops3",6.06044724292897e-05,0.503554419319437,0.28,0.102,1
"Uqcrc2",6.15505778375323e-05,0.631033966981871,0.516,0.276,1
"Ngfrap1",6.20400713741228e-05,0.374760152878899,0.323,0.135,1
"Bola3",6.23540387955044e-05,0.624754367538886,0.28,0.099,1
"Rer1",6.4167670946602e-05,0.285413540875694,0.43,0.227,1
"Txnrd1",6.50696339700022e-05,0.384699566896412,0.29,0.117,1
"Sumo3",6.61237938007095e-05,0.40200649877318,0.366,0.166,1
"Tfpi",6.61344132044027e-05,0.478044577189047,0.495,0.263,1
"Atp5g3",6.72125345047857e-05,0.630253468312691,0.667,0.419,1
"Gtf2f1",6.84144875926272e-05,0.291743790809478,0.301,0.126,1
"Dtymk",7.14715948571819e-05,0.545572583918546,0.323,0.135,1
"Ramp2",7.23258691818326e-05,-0.847593480060265,0.366,0.53,1
"Ckap5",7.36564923452267e-05,0.505963946354384,0.301,0.119,1
"Tspan13",7.50777421653549e-05,-0.595722964642963,0.419,0.656,1
"Tbl1x",7.75114353273315e-05,0.15467862964408,0.462,0.265,1
"Ppp3cb",8.00982454114873e-05,0.810828975444198,0.301,0.113,1
"Larp7",8.03767516396822e-05,0.582638177063994,0.323,0.13,1
"Eif3m",8.53447652858262e-05,0.275532058327219,0.419,0.225,1
"Emc2",8.53930189353353e-05,0.225355727209612,0.387,0.208,1
"Tipin",8.53940834569468e-05,0.628713667865344,0.258,0.086,1
"Nol7",8.56224031593703e-05,0.595378702678146,0.559,0.32,1
"Sepw1",8.56983393325028e-05,-0.833192038291163,0.323,0.397,1
"Eif4ebp1",8.60359663475613e-05,0.50780756629714,0.269,0.095,1
"Arf4",8.71534939396863e-05,0.713764871149933,0.581,0.34,1
"Serf2",9.08689495289819e-05,-0.690449022347029,0.441,0.49,1
"Naa15",9.47328225032183e-05,0.0756110032692596,0.323,0.179,1
"Nsfl1c",9.47731055862586e-05,0.167280378303389,0.269,0.113,1
"Mmp14",9.75967464469112e-05,0.718778722778959,0.473,0.249,1
"Aqp1",9.79699702882679e-05,-1.0530373365548,0.108,0.278,1
"Colec11",9.91873690715753e-05,-0.824707051673789,0.656,0.724,1
"Snhg8",0.000103570107630369,0.020014986032904,0.409,0.243,1
"Hspa4",0.00010478879210477,0.406607014001562,0.419,0.216,1
"Carkd",0.000108522646618092,0.336424099488368,0.333,0.148,1
"Rplp1",0.000111358187610405,0.468709758794155,0.957,0.852,1
"1810058I24Rik",0.000116288991238633,0.334219944140421,0.441,0.249,1
"Akap13",0.000116372456011186,0.471227981376543,0.43,0.221,1
"Klf9",0.000118899094759464,-0.950279262376041,0.226,0.347,1
"Rpl10a",0.000122830131679899,-0.79350256279386,0.237,0.4,1
"Srp72",0.000124323949148802,0.409158073221636,0.409,0.201,1
"Actr3",0.000126342978867123,0.403037538531382,0.462,0.243,1
"Ywhae",0.000126352459013867,0.553571472082447,0.677,0.439,1
"Eif4a1",0.000127952846060902,0.459411284991321,0.591,0.355,1
"Pebp1",0.000129196063717172,0.324921340606903,0.323,0.141,1
"Cct5",0.000132768869943648,0.187505268389484,0.419,0.227,1
"Ccdc88a",0.000140052371027885,0.335403611439542,0.462,0.254,1
"Ube2a",0.00014305569401878,0.439676106992177,0.398,0.196,1
"2410006H16Rik",0.000143274069750866,0.392064407090059,0.462,0.247,1
"Atxn10",0.000144481928992556,0.489855533252213,0.333,0.143,1
"Rheb",0.000145770523794044,0.434754093289187,0.452,0.243,1
"S1pr3",0.000146130439884703,0.565419632660795,0.452,0.234,1
"Etfa",0.000146161359165644,0.58831508437559,0.441,0.223,1
"Pde6d",0.000146623735307821,0.415333869211304,0.258,0.099,1
"Acat1",0.000147467524606354,0.540487779842505,0.495,0.269,1
"Pcolce",0.00014830169359504,0.688320937289262,0.516,0.287,1
"Pln",0.000149375443986924,0.80190703293536,0.258,0.091,1
"Vps35",0.000152285214738211,0.384850937729768,0.323,0.143,1
"Gng2",0.000156717677528305,0.448280889555594,0.258,0.093,1
"Sept10",0.00016550471530874,0.542971063605304,0.333,0.143,1
"Igf2r",0.000165561835986839,0.445417503221135,0.452,0.241,1
"Kank3",0.000165762523741969,-0.993503893007384,0.161,0.269,1
"Mtch2",0.000167361614815145,0.647839871898141,0.333,0.141,1
"Ncl",0.000167432124215396,0.684086655791841,0.796,0.614,1
"Rbm8a",0.000172159080420644,0.170320698603163,0.581,0.373,1
"Abhd16a",0.000172416630718427,0.374787865046095,0.323,0.146,1
"H2afv",0.000173094763359132,0.544977189988587,0.581,0.349,1
"Ndufa2",0.000174892386001665,0.368367904686829,0.624,0.404,1
"Smc1a",0.000177748339910977,0.549013665000387,0.591,0.358,1
"Rab1b",0.000178276865582286,0.717943621962204,0.452,0.234,1
"Ndn",0.000181943574766363,0.41250808370946,0.29,0.121,1
"Mapre1",0.000187032713493895,0.251867644410993,0.548,0.342,1
"Pcna",0.000191090830300284,0.809268363824017,0.323,0.135,1
"Fam107b",0.000194819541124494,0.645047760235835,0.301,0.121,1
"Rpl7a",0.000195212189649521,-0.374575537640601,0.677,0.678,1
"Sucla2",0.000195325772259941,0.502843532616944,0.28,0.108,1
"Snx1",0.000195985460770693,0.457353242900205,0.312,0.139,1
"Adprh",0.000197395908177957,0.566211235942376,0.473,0.256,1
"Ndufb8",0.000198874354898855,0.622347877800744,0.591,0.36,1
"Sgcb",0.000202368924370202,0.677171445210005,0.355,0.159,1
"2700094K13Rik",0.000205522032089619,0.711132294187038,0.333,0.143,1
"Rbbp7",0.000215347864645763,0.411596372390914,0.409,0.205,1
"Cd248",0.000216734989615633,0.579095069785448,0.29,0.115,1
"Psmc3",0.000219378306514094,0.438353059983151,0.516,0.298,1
"Psma6",0.000221027957453751,0.205449543754265,0.441,0.254,1
"Tpm1",0.000221591512317946,0.507068335084777,0.871,0.687,1
"Art3",0.000222393752264786,0.487080681938424,0.505,0.287,1
"Mmadhc",0.000223096614861202,0.46334489929618,0.28,0.11,1
"Cd200",0.000223896690022484,-0.824674779406767,0.344,0.466,1
"Map2k2",0.000227754430301043,0.171360760082944,0.366,0.194,1
"Gm7809",0.000234136297741506,0.38839163972822,0.29,0.117,1
"Arpc5l",0.000234357357665446,0.341190881332416,0.398,0.208,1
"Sec13",0.000240106996980331,-0.0398505282496935,0.366,0.225,1
"Pam",0.000241341071883276,0.413551880657802,0.516,0.298,1
"Snrpd3",0.000243501951888866,0.460027114657713,0.505,0.291,1
"Eif1ax",0.00024406238460555,0.365242451224327,0.344,0.163,1
"Pkm",0.000249981713015136,0.459059762723253,0.516,0.3,1
"Cnn2",0.000252264367560834,0.254344931221927,0.613,0.404,1
"Atp5o",0.000256326884190438,0.613245567520987,0.699,0.479,1
"Nucb1",0.000263988911990881,0.157908883090371,0.366,0.196,1
"Cct3",0.000264902671327016,0.0852686494951649,0.355,0.19,1
"Gm10039",0.000265675582816995,0.486901245230592,0.376,0.183,1
"Anp32b",0.000272590374131185,0.654854403954715,0.602,0.375,1
"Ggnbp2",0.000275881752338452,0.360336585496924,0.452,0.256,1
"Snhg1",0.000279346892551616,0.124792263055179,0.258,0.115,1
"Pcdh18",0.000280422295547872,0.5710866359124,0.333,0.148,1
"Eif3h",0.000280887178165948,0.393895180184089,0.57,0.355,1
"Gpx4",0.000283822761359914,-0.926301708687985,0.161,0.269,1
"Rcn1",0.000285173217537044,0.416713009315842,0.366,0.179,1
"Ilf2",0.000285590281779921,0.442316845376145,0.323,0.146,1
"P3h3",0.000285852869080461,0.485031527298923,0.366,0.181,1
